Account ID,Created By,Date,Subject,Account Name,Last name,Full Comments
0016000001A0Szy,johncascio,14-04-2015,Initial Meeting,faust Residence,a,"talked to Brandy, who is Linda's daughter and lives in Carolina. discussed some needs her mom has regarding a falling down retaining wall along the edge of Linda's driveway. looking for advice and solutions to have the wall repaired or replaced. would still like to use versa-lok for the wall; but is open to options. went out and met linda at her house. showed me the wall. took pictures and measurements. definitely for quality over price this time. went with cheaper last time and regrets it; because she now has to spend more money to fix it. Timing: spring 2015 budget: $5k"
,,,,,a,
,,,,,a,
,,,,,a,
00160000019zoWP,johncascio,08-04-2015,Initial Meeting,Bush Residence,a,"talked to greg. The deal for buying the home across the lake fell thru. So, greg and susan have decided to keep their current home and make it their FOREVER HOME. They have decided that the next phase for their home is to create the outdoor environment they have been dreaming about. They are open to ideas... however, they are set on having patio, walkway, and fire pit, along with other possible features. Kody met with greg and susan. they discussed more details of the project which includes, walls, walks, fire box, old-fashioned lighting, and any other suggestions that are designer may have to bring out the beauty of their home. Quality and beauty is their main priority with this project. Timing: Spring/Summer 2015 Budget: original budget of $25k has increased substantially, and will spend significantly more based on what they fall in love with."
,,,,,a,
,,,,,a,
,,,,,a,
00160000019zjrl,johncascio,08-04-2015,Initial Meeting,Donovan Residence,a,met with Gretchen. recently bought the home at a sherriff's sale. property has overgrown beds around the home. looking to have the place cleaned up (pruning and cleaning out beds). she works for a towing company; she has 5 kids: has no time to do anything regarding keeping her place maintained. Also looking for mowing services and regular bed maintenance. Timing: spring 2015 Budget for spring cleanup: $3k
,,,,,a,
,,,,,a,
,,,,,a,
0016000001A1U1p,johncascio,07-04-2015,Initial Meeting,Aldrete,a,"Kody and I met with susan and hank. They were initially looking to have some landscaping done around the home to include, pruning, trimming, replacing a few shrubs, and seasonal mowing. they currently have been using his neighbor's company (petruso) for their mowing and pruning. Towards the end of last mowing season, they have been very neglectful and seemd as though they were using his property as a raceway. STRUGGLES/PROBLEMS: back yard is always wet regardless of time of year... issues with neighbor and knowing the boundary lines... neighbors in back and side don't maintain their property the way he does and it bothers him.... has a back patio that leads into back yard with a steep slope, where he slipped and fell last fall and almost broke his shoulder... has a back yard that is completely unusable.... has no way of entering the back of his property without going thru the house... current shed is not big enough for all his lawn toys and equipment... current elevated porch does not provide cover for the underneath patio when it rains... NEEDS/WANTS: line of plants between his side and back neighbor... new drainage in back yard... entertainment area with fire pit down towards creek... steps leading down hillside OR extend a porch from existing patio... walkway leading from front of home to back... replace a few shrubs and plants in front of house... new shed in back... eventually build a greenhouse in the back of home... create a useable living space where current shed exists. TIMING: spring/summer 2015 BUDGET: currently discussing this each other; and will let us know prior to estimating anything."
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
00160000019zasd,johncascio,07-04-2015,Initial Meeting,McMillin Residence,a,Sharon has some lawn damage that needs repaired on her property. the damage came from having a well put in on her property. she is also looking to have her driveway fixed so that its not always a muddy mess. timing: spring 2015 Budget: $2500
,,,,,a,
,,,,,a,
0016000000oBC9d,johncascio,03-04-2015,Initial Meeting,UPMC NW,a,"met with dick Snyder. the hospital is looking to have a new healing garden area installed in the back portion of the hospital property. Would like the area to include a combination of patio, walls, and planting beds. Low maintenance is very important; functionality is important for wheel-chair accessibility for patients to be able to reach the plants. they will be required to get 3 bids. They will make decision based on what they like the most, and how much it costs. TIMING: summer 2015 Budget: hoping it doesn't cost more than $10-12k. Depending on what expenses they encounter, they may look to do this with their next fiscal budget (july thru june fiscal year)."
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
00160000019Nb3Q,johncascio,03-04-2015,Initial Meeting,Seibel Residence,a,"met with betty evanchec, who is Clifford's mom. Looking to have a chain link fence installed in back portion of property. Fence will be used to contain dogs; as well as giving the kids a safer place to play without supervision. looking to have 2 or 3 man gates. also looking for 4'-high fence. Timing: spring 2015... ASAP Budget: $4k"
,,,,,a,
,,,,,a,
,,,,,a,
00160000019N0cm,johncascio,31-03-2015,Initial Meeting,"Forbes, Residential",a,"Met with Mike Forbes, he would like us to tear down his existing retaining wall, and replace it with our standard versa-lok block. At the moment its cracked, and will only get worse. The existing wall is made up of concrete cinderblocks. He has spoken to other service providers and received quotes for replacing part of the driveway and wall, quote was in the ball park of $15,000. (He is willing to spend money to have it done right, as long as its not outrageous) SIDE NOTE: Mike is also running for county commissioner TIMING: Spring 2015. BUDGET:$8,000-$10,000"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
00160000019MDdp,johncascio,30-03-2015,Proposal,Retchloff Residence,a,"met with Jack. reviewed proposal. its a little more than he had hoped. However, he needs to discuss it with his wife. Also looking to have new porch built in front of home. Has received quotes for it in the neighborhood of $10k. never considered paver patio; but after discussing it with him, he may be interested in doing so. wants to reconnect end of week or beginning of next week to discuss both projects in more details."
0016000000oBC9d,johncascio,26-03-2015,Initial Meeting,UPMC NW,a,"met with Dick Snyder and John Williams. discussed current services, service providers, likes, dislikes/struggles, and UPMC locations in cranberry, franklin , oil city areas. They currently receive year round maintenance at the Cranberry Hospital, Seneca Place in Seneca, and MRI in Reno/Franklin. They currently use a handful of different service providers. The only one they are happy with is the mowing company for the hospital only. STRUGGLES: they had a very hard winter. The guy they have been using for years, could not handle the harsh winter this year. Now, john Williams is looking for better quality instead of cheaper price. they had more slip and falls this year than they had in a long time. They cant have that anymore. SOW: HOSPITAL - plow @ 1"" trigger and de-ice as needed. sidewalk shovel and de-ice, mow weekly, bed maintenance to include mulching weeding, and pruning. SENECA PLACE - plow @ 1"" trigger and de-ice as needed. sidewalk shovel and de-ice, mow weekly, bed maintenance to include pruning. MRI - plow @ 1"" trigger and de-ice as needed. sidewalk shovel and de-ice, mow weekly, bed maintenance to include mulching weeding, and pruning. Timing: spring 2015 Budget: ""see folder"""
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
00160000019MD6F,johncascio,23-03-2015,Initial Meeting,Noticewala Residence,a,"met with dr. noticewala at his conn lake home. cuurently under a lot of construction (redoing some stuff inside, and also redoing the siding). he recently bought the home which was originally built in 1925. it sits on a very steep bank with minimal access to back of home. would like the entire front portion of the property redone with retaining walls, plantings, steps, and whatever else we can do to make the property look more appealing. He is most concerned about the property appeal when talking about the front. The side, he would like to make it more appealing using some of the existing stone that currently exists as walls and steps. The back needs a whole new set of steps that leads from the house to the top of the steep hill. With the back, he is only concerned with functionality and not so much appeal. the new siding should be done within the next few weeks. Timing: Spring 2015 Budget: $75k-$90k"
,,,,,a,
,,,,,a,
,,,,,a,
0016000000oCJMB,johncascio,19-03-2015,Initial Meeting,Honeywell,a,"talked to Elana Blunchette in RI. looking for last minute cleanup for their facility in franklin. Jan Miller, the site manager, referred us. Kristen Mitchell no longer works for them, and Elana is now responsible for sourcing out their maintenance for all of their North America facilities. Immediate need for spring clean-up and lot sweeping. Near future needs for summer maintenance and winter maintenance. BUDGET: anything under $1000 does not need approval from Rhode Island. They are not opposed to being creative to keep RI out of the equation."
,,,,,a,
,,,,,a,
00160000019MDdp,johncascio,18-03-2015,Initial Meeting,Retchloff Residence,a,"met with jack to discuss a potential retaining wall project for the area located outside his basement door. SOW: retaining wall on both sides of door leading out of basement. remove existing cinder block wall and concrete pad in subject area. would like the wall to be higher (approx. 3-4' high), so that it is easier for him to mow area behind the wall. he's getting older, and makes it hard to mow the hillside the way it stands right now. open to ideas. ** there is an existing sewer line that may need a new pipe running from house to holding tank. Timing: spring 2015 Budget: $7500"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000000p6mTN,johncascio,17-03-2015,Initial Meeting,Golden Living Center Oil City,a,"met with bryan petko. currently using macyntire lawn care. not happy with anything they do from winter to summer. very poor quality and very poor communication. would like to use us now if we can come close to their budget. SOW: - summer: mowing, spring clean-up (weeding every year, pruning every year, mulching every other year). winter: plowing and de-icing parking lot at 2"" trigger; shoveling and de-icing 3 main wlaks; shoveling only all additional entrances. Budget: $1200-$1400 per month. Timing: ASAP; wants to part ways immediately with current provider."
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
00160000019MD9Y,johncascio,13-03-2015,Initial Meeting,The Caring Place,a,"met with Mike Gordon, the head of maintenance. They current use Snowshoe for their outdoor maintenance, and have been for a couple of years. They used to use Kings, but swithed after King's services started to get very poor regarding quality and communication. SOW: plowing at a 2"" trigger, de-icing as needed, mowing. all landscaping and bed maintenance is done in-house and it's work well for them. The sidewalk maintenance in the winter is also done in-house. Timing spring 2015 Budget: currently pays $160 per mow; $70 per plow/de-ice."
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
00160000019Lw7N,johncascio,12-03-2015,Initial Meeting,UPMC Greenville Hospital,a,"met with don. discussed year-rd outdoor maintenance. - currently using Ruppert out of hermitage for mowing services at the Greenville and Sharon facilities. Using Gosnell tree service for pruning and trimming; using landfried paving for winter services. - SUMMER: Ruppert is currently providing services to all 3 Greenville facilitites (hospital, wellness center, and medical center). for the most part, they are happy with him. biggest issue is that ruppert is a school teacher, and only does the mowing on weekends. If it rains on the weekend, it causes problems with the properties getting serviced; and they tend to go w a couple of weeks at a time without mowing service. other than that, the price is right, and he's a good guy. they are willing to switch for the right company. WINTER: they had a lot of issues with landfried last year. no communication, and couldn't keep up with their demand. winter services are similar to how we manage the Meadville medical center. the only exception is that they use in-house employees for the maintenance at the main hospital. MEDICAL CENTER: mowing regularly, mulching one time, pruning bushes 2 times, weeding beds one time, plowing shoveling the walks. WELLNESS CENTER: mowing regularly, plowing shoveling the walks. HOSPITAL: mowing regularly, pruning bushes 2 times, weeding beds one time, TIMING: Spring 2015 BUDGET: $8000 for mowing// $240 per plow/shovel/de-ice"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
00160000017FVDz,johncascio,12-03-2015,Proposal,Marshall Residence,a,"reviewed proposal.. narrowed down to what they like, what they want, and what's within their budget. removing the steps and pillars around the hot tub area; and that should get us to where we need to be to finalize this."
00160000017Gbtn,johncascio,05-03-2015,Proposal,Child Development Center,a,"met with doug. Reviewed the entire proposal. definitely more than what they are spending now. However, they are willing to spend more due to the poor service they are receiving now. he needs to sit with their purchasing lady, and crunch some numbers to see if our numbers work. wants to meet again end of next week."
00160000017FVDz,johncascio,05-03-2015,Proposal,Marshall Residence,a,"met with Wanda. reviewed all the details of the proposal. a little more than she actually thought it would be. But still likes everything. seems as though her only sticking point is deciding on the style of seating she wants. She really likes the sitting walls; but likes the pricing of the benches better. However, she really likes the benches, and may just decide to go with both. She just needs to sell her husband on the whole idea."
0016000000QgNBW,johncascio,11-04-2011,Follow Up,Channel Lock,a,Check on status of any projects that may be opening up this spring.
0016000001A1Ug2,davidmushrush,24-04-2015,SPCU,SAFCU,a,MAFCU Saegertown location Spring Clean-up
0016000000OyDJI,davidmushrush,25-04-2014,Follow Up,Advanced Cast Products,a,extend Advanced Cast mowing agreement 36 months
0016000000OcG0M,davidmushrush,14-04-2014,Follow Up,Peiffer Cemetery,a,add 3 year extension to agreement for mowing e/o week. add spring clean up to agreement. Agreement 7285
0016000000OcG1p,davidmushrush,14-04-2014,Follow Up,Fox Residence,a,extend mowing agreement 36 months. add spring clean up to agreement.
0016000000VHZkQ,davidmushrush,10-04-2014,Follow Up,Pardee Residence,a,Pardee signed a 3 year extension for every other week for agreement 7321. Per mow at $105
0016000000u6aSZ,davidmushrush,07-04-2014,Follow Up,Higham Residence,a,Team Turf is doing to do an additional grub application at $199.75. This is a one time bill.
0016000000VHYIk,davidmushrush,07-04-2014,Follow Up,Donaldson Residence,a,Donaldson mowing renewed at $69 per mow with an expiation of 4/1/17
0016000000sHIwp,davidmushrush,04-04-2014,Follow Up,Lafferty Residence,a,rake gravel from driveway $300 agreement 16192
0016000000OcFzw,davidmushrush,04-04-2014,Follow Up,Dunn Cemetery,a,addendum to contract #7303 mow Dunn cemetery e/o week for $130 per mow. contract end date 4/1/2017
0016000000sHIwp,davidmushrush,04-04-2014,Follow Up,Lafferty Residence,a,addendum to contract $90 per mow to $80 per mow Agreement #167192
0016000000x7OQI,djreagle,20-02-2014,Deers,Reagle,a,Control the deers
0016000000OcFzr,djreagle,12-03-2014,Ainsworth Contract,Ainsworth Pet Nutrition,a,"Please increase Ainsworth Year Round Contract 00013123 by $2,031 for policing of grounds at Kennel and Office Building, 984 Water St Meadville, PA 16335."
0016000001AOsGB,kodytrace,12-05-2015,Initial Meeting,"Jones, Residence",a,"Would like us to remove stumps, rose bushes, and dead bush & Tree. Add 2B Limestone to stone beds"
0016000001A32yE,kodytrace,05-05-2015,Initial Meeting,"Harper, Residence",a,"Remove mulch bed, Remove stumps"
0016000001A2qal,kodytrace,30-04-2015,Initial Meeting,"McGregor, Residential",a,"Met with Amy and discussed what she wanted. Which included mulching, edging, and putting down seed in a area where the grass isn't growing well."
0016000001A27dr,kodytrace,28-04-2015,Initial Meeting,"Harned, Residence",a,Don would like us to install a mulch bed in his front yard (Black dyed mulch). Also would like us to plant a few low maintenance plants that wont grow very much.
0016000001A2JZN,kodytrace,20-04-2015,Initial Meeting,"Valenzas, Commercial",a,Met with bob & went over what holes he wanted us to fill.
00160000019zoqL,kodytrace,14-04-2015,"Ferero, Concept Verification Meeting","Ferero, Residence",a,"Went to meet with Cheryls, but she was not home. So I went to her back yard and took pictures of the cracked brick she wants us to replace."
0016000001A26su,kodytrace,09-04-2015,Initial Meeting,"Samson, Residence",a,"Met with Joanna. She would like her white daisy's in front of her house pulled back. Spring/Fall Clean- up, Leaves/Bed clean-up, chemical spray of the backside of her fence, Fert, Mowing every other week, and replacing plants."
00160000019zoqL,kodytrace,02-04-2015,Initial Meeting,"Ferero, Residence",a,"Met with Cheryl and discussed all of her needs. She previously employed Blooming Valley to do her work, but after the rubbed her the wrong way (after a rude altercation with Jason's wife), and the quality of work went down (They zipped through her yard, like they didn't care) she decided to give Trace a try. She would like to schedule regular mowing on her property, regular pruning of shrubbery, and perhaps planting some new plants on her property."
00160000019zqT6,kodytrace,25-03-2015,Initial Meeting,"Frey, Residence",a,"Met with Nancy. Her previous service provider is getting too old to mow her yard anymore, so she gave us a call. Her yard is 15,376.55 Sq.Ft. She also might be interested in future work through us (Clean-ups) but that's yet to be determined."
0016000000p7XnV,briantrace,19-03-2014,Quitting,Monti Residential,a,Please call Mrs Monti. She wants to cancel her fertilization service.
0016000000hK7il,briantrace,03-04-2014,Account Management,Knowles Residence,a,Mr. Gregory Knowles called to request a quote on freshing up the mulch. 14-337-0748General Spring Clean up. Was a project customer.
0016000000P1D5a,briantrace,01-04-2011,erie airport,"Kirila Contractors, Inc.",a,erie airport fencing
0016000000VJMv6,briantrace,03-03-2011,Send Proposal,SADSBURY TWP,a,BID MOWING
0016000000SvJKf,briantrace,14-02-2011,proposal,Crawford County Humane Society,a,need to follow up on proposal with Jon Folmer by 2/14/11
0016000000OcFzb,briantrace,19-10-2010,Send Proposal,Allegheny College,a,cobblestone edge around circle
0016000000eNLwg,alexmcknight,24-09-2014,Left Message,Seco Warwick,a,Please change the term from 12 months to 36 months. thank you.
,,,,,a,
0016000001AP0jM,curtishalsey,13-05-2015,landscape bed,N. Richmond Cemetery,a,-
0016000001AOnmS,curtishalsey,11-05-2015,nw proposal,wilkinson Excavating Nw pharmacy,a,-
0016000001A3NY5,curtishalsey,08-05-2015,ret. wall site work,secialty metal crucible building,a,45 yds soil seed ret. walls country stone
0016000001A3N41,curtishalsey,08-05-2015,retaining wall,J.c. ziccardi builders,a,-
0016000001AQjsi,aaronmartinson,-,Left Message,"Golden Living Center, Commerical",a,-
0016000000ynFiJ,aaronmartinson,22-01-2016,Call,Home Depot,a,"Spoke with Gunter, he is the purchaser for the location, will stop and make acquaintance."
0016000000wfMob,aaronmartinson,22-01-2016,Call,Walmart Greenville,a,"spoke with Jose, he is the co-store manager, going to stop and introduce myself."
00160000019Lw7N,aaronmartinson,22-01-2016,Call,UPMC Greenville Hospital,a,"Spoke with Donald, we need to be a UPMC approved vendor (which we are) need to go down and see him"
0016000001C45Id,aaronmartinson,19-01-2016,Call,"Lippert Residence, Bill",a,"Bill has no current needs, made introduction and myself point of contact."
0016000001C3v2W,aaronmartinson,19-01-2016,Call,"Shadely Residence, Chuck",a,"spoke with Chuck, he works at Ainsworth and was referred to us for his own residential maintenance, started a project there last fall and will probably be looking to finish up this upcoming summer/fall"
0016000000VHZed,aaronmartinson,19-01-2016,Call,Kardosh,a,"spoke ith Nancy about yard maintenance for the spring, general upkeep of the property."
0016000000OcFzr,aaronmartinson,19-01-2016,Call,Ainsworth Pet Nutrition,a,"Spoke with Mike, need to stop by soon and discuss spring maintenance with him."
0016000001E1rY9,aaronmartinson,07-01-2016,Email: meeting,Big corporation,a,"Additional To: janedoetest@janedoe.com CC: BCC: aaron.martinson@tracelandscaping.com Attachment: Subject: meeting Body: Jane, wanted to set up a meeting so that we can further discuss your new patio and make sure you understood our proposal"
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
,,,,,a,
0016000001E1rY9,aaronmartinson,07-01-2016,Decision Maker,Big corporation,a,-
0016000000OcFzr,aaronmartinson,26-02-2016,introduction call,Ainsworth Pet Nutrition,a,-
0016000000wfMob,aaronmartinson,22-01-2016,Client CARE,Walmart Greenville,a,-
0016000001E1rY9,aaronmartinson,07-01-2016,Left Message,Big corporation,a,spoke with Janedoetest about the proposal for for the new patio and new plants
0016000001E1rY9,aaronmartinson,-,Big corporation and Trace Lawn and Landscaping,Big corporation,a,-
